n_paired,n_unpaired,n_total,n_models,n_queries,seed,method,mae,c
16,0,16,95,437,6,pkps,0.08744879918834264,0.1
16,0,16,95,437,6,ens,0.06477587376426804,
16,0,16,95,437,7,sample,0.07430747922437671,
16,0,16,95,437,7,irt,0.07277121764041108,
16,0,16,95,437,7,dkps,0.08452656166712362,
16,0,16,95,437,7,pkps,0.08452656123047904,0.1
16,0,16,95,437,7,ens,0.059067591693933885,
16,0,16,95,437,8,sample,0.07898801637962183,
16,0,16,95,437,8,irt,0.07689275830484489,
16,0,16,95,437,8,dkps,0.07950148348277318,
16,0,16,95,437,8,pkps,0.07950060756496252,0.1
16,0,16,95,437,8,ens,0.056884892053756575,
16,0,16,95,437,9,sample,0.0693815488377695,
16,0,16,95,437,9,irt,0.06810168025476787,
16,0,16,95,437,9,dkps,0.08519295923477238,
16,0,16,95,437,9,pkps,0.08518906128118711,0.1
16,0,16,95,437,9,ens,0.06141515702981368,
16,0,16,95,437,10,sample,0.08980639527881487,
16,0,16,95,437,10,irt,0.08893409769589779,
16,0,16,95,437,10,dkps,0.078934711787055,
16,0,16,95,437,10,pkps,0.07845712499363543,0.1
16,0,16,95,437,10,ens,0.06538586468732537,
16,0,16,95,437,11,sample,0.09640943032638806,
16,0,16,95,437,11,irt,0.09286578363005903,
16,0,16,95,437,11,dkps,0.08595220178200622,
16,0,16,95,437,11,pkps,0.08540508054270343,0.2
16,0,16,95,437,11,ens,0.06270367483447596,
16,0,16,95,437,12,sample,0.07948633024208117,
16,0,16,95,437,12,irt,0.07794193555569252,
16,0,16,95,437,12,dkps,0.10447836130631002,
16,0,16,95,437,12,pkps,0.1024821818317846,0.5
16,0,16,95,437,12,ens,0.06987497062662927,
16,0,16,95,437,13,sample,0.05923762495483562,
16,0,16,95,437,13,irt,0.05871150554639516,
16,0,16,95,437,13,dkps,0.09228955673990977,
16,0,16,95,437,13,pkps,0.09221649227325109,0.2
16,0,16,95,437,13,ens,0.053797860549773896,
16,0,16,95,437,14,sample,0.09637028784776588,
16,0,16,95,437,14,irt,0.09219274702568464,
16,0,16,95,437,14,dkps,0.09301918017008481,
16,0,16,95,437,14,pkps,0.09301918017008479,0.05
16,0,16,95,437,14,ens,0.06734035031396654,
16,0,16,95,437,15,sample,0.09660213175960493,
16,0,16,95,437,15,irt,0.0944343927924809,
16,0,16,95,437,15,dkps,0.08711058091039173,
16,0,16,95,437,15,pkps,0.08711058091039173,0.02
16,0,16,95,437,15,ens,0.06882571672301897,
16,0,16,95,437,16,sample,0.06729344815127061,
16,0,16,95,437,16,irt,0.06476178154052958,
16,0,16,95,437,16,dkps,0.09036353173407309,
16,0,16,95,437,16,pkps,0.08996896768261789,0.1
16,0,16,95,437,16,ens,0.06040981251707258,
16,0,16,95,437,17,sample,0.09006834878959415,
16,0,16,95,437,17,irt,0.08725599211799696,
16,0,16,95,437,17,dkps,0.09154641212164101,
16,0,16,95,437,17,pkps,0.08905254068145312,0.5
16,0,16,95,437,17,ens,0.06501561072976991,
16,0,16,95,437,18,sample,0.08064705528122365,
16,0,16,95,437,18,irt,0.0787849983249046,
16,0,16,95,437,18,dkps,0.08813748109277687,
16,0,16,95,437,18,pkps,0.08769791342447786,0.1
16,0,16,95,437,18,ens,0.06432519850519064,
16,0,16,95,437,19,sample,0.07814795856919186,
16,0,16,95,437,19,irt,0.07371664091702745,
16,0,16,95,437,19,dkps,0.08818463557527326,
16,0,16,95,437,19,pkps,0.088184635575547,0.02
16,0,16,95,437,19,ens,0.06181434513979996,
